NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
246,6.5,-9.5,20141009,Liberia,1
142,6.5,-9.5,20141009,Liberia,1
104,31.106,-97.6475,20141014,"Texas, United States",2
110,-27.0,133.0,20141015,Australia,1
110,6.45306,3.39583,20141017,"Lagos, Lagos, Nigeria",4
230,42.1497,-74.9384,20141017,"New York, United States",2
229,6.45306,3.39583,20141017,"Lagos, Lagos, Nigeria",4
108,60.0,-95.0,20141018,Canada,1
160,42.1497,-74.9384,20141018,"New York, United States",2
138,38.8951,-77.0364,20141018,"Washington, District of Columbia, United States",3
114,60.0,-95.0,20141019,Canada,1
225,5.55,-0.216667,20141019,"Accra, Greater Accra, Ghana",4
225,5.55,-0.216667,20141019,"Accra, Greater Accra, Ghana",4
124,38.8951,-77.0364,20141019,"Washington, District of Columbia, United States",3
255,5.55,-0.216667,20141020,"Accra, Greater Accra, Ghana",4
273,41.1289,-98.2883,20141020,"Nebraska, United States",2
260,5.55,-0.216667,20141020,"Accra, Greater Accra, Ghana",4
171,30.286,-97.7389,20141020,"University Of Texas, Texas, United States",3
166,10.0,8.0,20141021,Nigeria,1
644,41.1289,-98.2883,20141021,"Nebraska, United States",2
120,11.0,-10.0,20141021,Guinea,1
411,30.286,-97.7389,20141021,"University Of Texas, Texas, United States",3
173,41.1289,-98.2883,20141022,"Nebraska, United States",2
120,38.8951,-77.0364,20141022,"White House, District of Columbia, United States",3
234,35.6411,-79.8431,20141024,"North Carolina, United States",2
232,12.65,-8.0,20141024,"Bamako, Bamako, Mali",4
395,8.5,-11.5,20141024,Sierra Leone,1
165,42.1497,-74.9384,20141024,"New York, United States",2
226,8.5,-11.5,20141025,Sierra Leone,1
230,46.1956,6.14811,20141028,"Geneva, Genè, Switzerland",4
382,60.0,-95.0,20141028,Canada,1
200,51.5,-0.116667,20141102,"London, London, City of, United Kingdom",4
120,51.5,-0.116667,20141103,"London, London, City of, United Kingdom",4
120,39.0724,-76.7902,20141105,"Maryland, United States",2
174,17.0,-4.0,20141121,Mali,1
135,11.0,-10.0,20141121,Guinea,1
140,-18.9167,47.5167,20141125,"Antananarivo, Antananarivo, Madagascar",4
130,6.31056,-10.8047,20141126,"Monrovia, Montserrado, Liberia",4
180,39.9289,116.388,20141128,"Beijing, Beijing, China",4
120,8.5,-11.5,20141129,Sierra Leone,1
240,6.5,-9.5,20141129,Liberia,1
420,8.0,30.0,20141201,South Sudan,1
270,11.55,104.917,20141218,"Phnom Penh, (CB11), Cambodia",4
147,42.1497,-74.9384,20141222,"New York, United States",2
200,25.1833,85.5167,20141222,"Bihar, Bihar, India",4
154,8.5,-11.5,20150115,Sierra Leone,1
254,8.76667,-12.7833,20150116,"Port Loko, Northern, Sierra Leone",4
190,8.5,-11.5,20150116,Sierra Leone,1
386,30.0,70.0,20150122,Pakistan,1
128,11.0,-10.0,20150122,Guinea,1
128,11.0,-10.0,20150122,Guinea,1
386,30.0,70.0,20150122,Pakistan,1
108,8.76667,-12.7833,20150125,"Port Loko, Northern, Sierra Leone",4
136,46.1956,6.14811,20150125,"Geneva, Genè, Switzerland",4
138,14.0,-14.0,20150204,Senegal,1
198,14.0,-14.0,20150205,Senegal,1
145,42.8333,12.8333,20150303,Italy,1
103,24.4667,54.3667,20150318,"Abu Dhabi, Abu Z¸aby, United Arab Emirates",4
581,11.0,-10.0,20150320,Guinea,1
110,6.31056,-10.8047,20150321,"Monrovia, Montserrado, Liberia",4
120,11.0,-10.0,20150321,Guinea,1
180,46.1956,6.14811,20150323,"Geneva, Genè, Switzerland",4
144,35.0,105.0,20150326,China,1
125,40.0,127.0,20150401,North Korea,1
195,21.4267,39.8261,20150406,"Mecca, Makkah, Saudi Arabia",4
217,31.4167,34.3333,20150406,"Gaza, Israel (general), Israel",4
120,-10.0,-76.0,20150406,Peru,1
130,32.709,36.5695,20150406,"Sweida, As Suwayda', Syria",4
155,31.4167,34.3333,20150406,"Gaza, Israel (general), Israel",4
106,31.4167,34.3333,20150406,"Gaza, Israel (general), Israel",4
119,39.9289,116.388,20150406,"Beijing, Beijing, China",4
112,31.4167,34.3333,20150407,"Gaza, Israel (general), Israel",4
138,21.4267,39.8261,20150407,"Mecca, Makkah, Saudi Arabia",4
148,31.4167,34.3333,20150407,"Gaza, Israel (general), Israel",4
310,30.0643,31.3481,20150408,"World Health Organization, Al Qahirah, Egypt",4
162,30.0643,31.3481,20150408,"World Health Organization, Al Qahirah, Egypt",4
252,30.0643,31.3481,20150408,"World Health Organization, Al Qahirah, Egypt",4
264,30.0643,31.3481,20150408,"World Health Organization, Al Qahirah, Egypt",4
573,24.6408,46.7728,20150408,"Riyadh, Ar Riya?, Saudi Arabia",4
132,30.0643,31.3481,20150408,"World Health Organization, Al Qahirah, Egypt",4
138,14.5377,46.8319,20150409,"Ataq, Shabwah, Yemen",4
118,15.3547,44.2067,20150409,"Sanaa, San‘a', Yemen",4
410,30.0643,31.3481,20150409,"World Health Organization, Al Qahirah, Egypt",4
350,15.0,48.0,20150409,Yemen,1
124,15.3547,44.2067,20150409,"Sanaa, San‘a', Yemen",4
138,14.5377,46.8319,20150409,"Ataq, Shabwah, Yemen",4
492,30.0643,31.3481,20150409,"World Health Organization, Al Qahirah, Egypt",4
216,-12.5,18.5,20150413,Angola,1
170,-1.0,15.0,20150413,Congo,1
134,-12.5,18.5,20150413,Angola,1
222,6.48694,4.87001,20150418,"Irele, Ondo, Nigeria",4
274,6.45306,3.39583,20150418,"Lagos, Lagos, Nigeria",4
218,15.3533,44.2052,20150422,"Ministry Of Health, Amanat al `Asimah, Yemen",4
225,33.7,73.1667,20150422,"Islamabad, Islamabad, Pakistan",4
108,15.3547,44.2067,20150422,"Sanaa, San‘a', Yemen",4
164,15.3547,44.2067,20150422,"Sanaa, San‘a', Yemen",4
218,15.3533,44.2052,20150422,"Ministry Of Health, Amanat al `Asimah, Yemen",4
340,15.0,48.0,20150422,Yemen,1
437,15.3547,44.2067,20150422,"Sanaa, San‘a', Yemen",4
150,15.3547,44.2067,20150422,"Sanaa, San‘a', Yemen",4
152,6.31056,-10.8047,20150425,"Monrovia, Montserrado, Liberia",4
162,32.7831,-96.8067,20150425,"Dallas, Texas, United States",3
350,27.7167,85.3167,20150427,"Kathmandu, Bagmati, Nepal",4
370,27.7167,85.3167,20150427,"Kathmandu, Bagmati, Nepal",4
240,44.6074,-69.3977,20150427,"Maine, United States",2
240,44.6074,-69.3977,20150427,"Maine, United States",2
350,27.7167,85.3167,20150427,"Kathmandu, Bagmati, Nepal",4
132,15.461,45.3253,20150429,"Marib, Ma'rib, Yemen",4
950,6.5,-9.5,20150507,Liberia,1
120,6.5,-9.5,20150508,Liberia,1
460,6.5,-9.5,20150511,Liberia,1
488,-3.37611,29.36,20150519,"Bujumbura, Burundi (general), Burundi",4
244,-3.37611,29.36,20150519,"Bujumbura, Burundi (general), Burundi",4
204,-3.37611,29.36,20150522,"Bujumbura, Burundi (general), Burundi",4
1046,-6.0,35.0,20150522,Tanzania,1
216,39.9523,-75.1638,20150526,"Philadelphia, Pennsylvania, United States",3
108,43.3504,-84.5603,20150526,"Michigan, United States",2
144,62.0,15.0,20150526,Sweden,1
232,42.4053,-85.4019,20150526,"Michigan State University, Michigan, United States",3
128,29.8675,78.5822,20150527,"Nadda, Uttaranchal, India",4
695,12.7675,44.0384,20150527,"Ali Abdullah, La?ij, Yemen",4
140,35.0,105.0,20150528,China,1
130,12.7675,44.0384,20150528,"Ali Abdullah, La?ij, Yemen",4
260,36.17,-119.746,20150530,"California, United States",2
360,8.0,38.0,20150531,Ethiopia,1
680,8.0,38.0,20150601,Ethiopia,1
180,39.9289,116.388,20150601,"Beijing, Beijing, China",4
545,37.5664,127.0,20150603,"Seoul, Soul-t'ukpyolsi, South Korea",4
541,37.5664,127.0,20150603,"Seoul, Soul-t'ukpyolsi, South Korea",4
120,13.75,100.517,20150603,"Bangkok, Krung Thep Mahanakhon, Thailand",4
250,37.5664,127.0,20150603,"Seoul, Soul-t'ukpyolsi, South Korea",4
120,37.5664,127.0,20150604,"Seoul, Soul-t'ukpyolsi, South Korea",4
945,25.0,45.0,20150604,Saudi Arabia,1
210,34.9096,127.448,20150605,"Osan, Cholla-namdo, South Korea",4
110,35.0,105.0,20150605,China,1
160,37.5664,127.0,20150606,"Seoul, Soul-t'ukpyolsi, South Korea",4
160,37.5664,127.0,20150606,"Seoul, Soul-t'ukpyolsi, South Korea",4
160,37.5664,127.0,20150606,"Seoul, Soul-t'ukpyolsi, South Korea",4
120,10.4957,99.1797,20150608,"Chumporn, Chumphon, Thailand",4
655,37.5664,127.0,20150608,"Seoul, Soul-t'ukpyolsi, South Korea",4
570,35.1028,129.04,20150608,"Busan, Pusan-gwangyoksi, South Korea",4
475,37.5664,127.0,20150608,"Seoul, Soul-t'ukpyolsi, South Korea",4
210,37.0,127.5,20150609,South Korea,1
158,27.8333,-81.717,20150609,"Florida, United States",2
306,37.5664,127.0,20150609,"Seoul, Soul-t'ukpyolsi, South Korea",4
162,22.25,114.167,20150609,Hong Kong,1
214,37.0,127.5,20150610,South Korea,1
380,37.6,127.25,20150610,"Gyeonggi, Kyonggi-do, South Korea",5
380,37.6,127.25,20150610,"Gyeonggi, Kyonggi-do, South Korea",5
210,37.0,127.5,20150610,South Korea,1
525,37.5664,127.0,20150611,"Seoul, Soul-t'ukpyolsi, South Korea",4
260,37.5664,127.0,20150611,"Seoul, Soul-t'ukpyolsi, South Korea",4
215,37.0,127.5,20150611,South Korea,1
890,25.0,45.0,20150611,Saudi Arabia,1
364,15.3547,44.2067,20150613,"Sanaa, San‘a', Yemen",4
104,37.0,127.5,20150613,South Korea,1
144,37.5664,127.0,20150613,"Seoul, Soul-t'ukpyolsi, South Korea",4
129,11.85,-15.5833,20150613,"Bissau, Bissau, Guinea-Bissau",4
110,14.5425,49.1242,20150614,"Mukalla, ?a?ramawt, Yemen",4
190,37.5664,127.0,20150614,"Seoul, Soul-t'ukpyolsi, South Korea",4
170,37.5664,127.0,20150615,"Seoul, Soul-t'ukpyolsi, South Korea",4
206,13.8378,45.8349,20150615,"Jawf, Abyan, Yemen",4
110,28.0,84.0,20150617,Nepal,1
528,37.0,127.5,20150618,South Korea,1
508,37.5664,127.0,20150618,"Seoul, Soul-t'ukpyolsi, South Korea",4
600,37.5664,127.0,20150618,"Seoul, Soul-t'ukpyolsi, South Korea",4
530,37.0,127.5,20150618,South Korea,1
670,37.5664,127.0,20150618,"Seoul, Soul-t'ukpyolsi, South Korea",4
400,37.5664,127.0,20150618,"Seoul, Soul-t'ukpyolsi, South Korea",4
