NumMentions,ActionGeo_Lat,ActionGeo_Long,SQLDATE,ActionGeo_FullName,ActionGeo_Type
288,33.3386,44.3939,20101113,"Baghdad, Baghdad, Iraq",4
524,16.8053,96.1561,20101114,"Yangon, Yangon, Myanmar",4
242,51.0,9.0,20101121,Germany,1
297,31.0,62.5,20101122,"Nimroz, Nimruz, Afghanistan",5
351,40.0,127.0,20101123,North Korea,1
351,40.0,127.0,20101123,North Korea,1
316,16.8053,96.1561,20101126,"Yangon, Yangon, Myanmar",4
557,16.8053,96.1561,20101126,"Yangon, Yangon, Myanmar",4
566,16.8053,96.1561,20101126,"Yangon, Yangon, Myanmar",4
238,16.8053,96.1561,20101126,"Yangon, Yangon, Myanmar",4
342,59.9167,10.75,20101206,"Oslo, Oslo, Norway",4
342,59.9167,10.75,20101206,"Oslo, Oslo, Norway",4
315,60.0,100.0,20101208,Russia,1
317,60.0,100.0,20101208,Russia,1
317,60.0,100.0,20101208,Russia,1
265,38.0,-97.0,20101217,United States,1
497,-1.28333,36.8167,20101217,"Nairobi, Nairobi Area, Kenya",4
474,39.0194,125.755,20101221,"Pyongyang, P'yongyang-si, North Korea",0
333,37.768,-78.2057,20101222,"Virginia, United States",2
333,33.0,44.0,20101222,Iraq,1
315,33.0,44.0,20101222,Iraq,1
580,5.34111,-4.02806,20101226,"Abidjan, Lagunes, Cote D'ivoire",4
224,39.9289,116.388,20101229,"Beijing, Beijing, China",4
378,55.6667,12.5833,20101231,"Copenhagen, Køavn*, Denmark",4
225,6.45306,3.39583,20101231,"Lagos, Lagos, Nigeria",4
423,5.34111,-4.02806,20110103,"Abidjan, Lagunes, Cote D'ivoire",4
289,39.0194,125.755,20110103,"Pyongyang, P'yongyang-si, North Korea",4
341,9.08333,7.53333,20110104,"Abuja, Abuja Federal Capital Territory, Nigeria",4
323,51.0,9.0,20110105,Germany,1
477,24.5,-13.0,20110107,Western Sahara,1
531,31.5,34.75,20110109,Israel,1
531,31.5,34.75,20110109,Israel,1
268,27.7167,85.3167,20110110,"Kathmandu, Bagmati, Nepal",4
268,27.7167,85.3167,20110110,"Kathmandu, Bagmati, Nepal",4
348,27.7167,85.3167,20110110,"Katmandu, Bagmati, Nepal",4
280,0.0,0.0,20110112,,
414,18.5392,-72.335,20110112,"Port-Au-Prince, Ouest, Haiti",4
355,60.0,-95.0,20110114,Canada,1
284,60.0,-95.0,20110114,Canada,1
230,33.0,65.0,20110114,Afghanistan,1
576,27.7167,85.3167,20110114,"Kathmandu, Bagmati, Nepal",4
576,27.7167,85.3167,20110114,"Kathmandu, Bagmati, Nepal",4
576,27.7167,85.3167,20110114,"Kathmandu, Bagmati, Nepal",4
202,33.0,44.0,20110118,Iraq,1
270,38.0,-97.0,20110125,United States,1
270,38.0,-97.0,20110125,United States,1
386,30.05,31.25,20110204,"Cairo, Al Qahirah, Egypt",4
210,34.09,72.075,20110204,"Mohmand, North-West Frontier, Pakistan",4
397,30.05,31.25,20110204,"Cairo, Al Qahirah, Egypt",4
